matrixName;n;nnz;Search Modules;Edge Cut;cut cost;imbalance
Nemeth/nemeth05.mtx;9252;360130;0.016000;0.027000;231.000000;0.000000
Nemeth/nemeth21.mtx;9492;1161824;0.041000;0.069000;1939.000000;0.000000
Nemeth/nemeth22.mtx;9499;1348046;0.048000;0.081000;2619.000000;0.000000
Nemeth/nemeth17.mtx;9193;577224;0.023000;0.040000;555.000000;0.000000
Nemeth/nemeth25.mtx;9503;1501566;0.054000;0.089000;3298.000000;0.000000
Nemeth/nemeth06.mtx;9252;360130;0.016000;0.027000;231.000000;0.000000
Nemeth/nemeth23.mtx;9225;1417128;0.055000;0.088000;3270.000000;0.000000
Nemeth/nemeth18.mtx;9113;628376;0.026000;0.044000;676.000000;0.000000
Nemeth/nemeth12.mtx;9001;386012;0.017000;0.029000;290.000000;0.000000
Nemeth/nemeth16.mtx;9006;514644;0.021000;0.036000;483.000000;0.000000
Nemeth/nemeth09.mtx;9001;336790;0.015000;0.025000;231.000000;0.000000
Nemeth/nemeth26.mtx;9503;1501568;0.054000;0.089000;3298.000000;0.000000
Nemeth/nemeth14.mtx;9193;452874;0.020000;0.034000;351.000000;0.000000
Nemeth/nemeth24.mtx;9503;1496358;0.054000;0.090000;3284.000000;0.000000
Nemeth/nemeth19.mtx;9500;807990;0.031000;0.052000;940.000000;0.000000
Nemeth/nemeth04.mtx;9252;360130;0.016000;0.027000;231.000000;0.000000
Nemeth/nemeth08.mtx;9251;360036;0.016000;0.027000;231.000000;0.000000
Nemeth/nemeth15.mtx;9005;471350;0.030000;0.049000;410.000000;0.000000
Nemeth/nemeth03.mtx;9252;360130;0.016000;0.028000;231.000000;0.000000
Nemeth/nemeth20.mtx;9501;961780;0.035000;0.060000;1344.000000;0.000000
Nemeth/nemeth02.mtx;9252;360130;0.016000;0.028000;231.000000;0.000000
Botonakis/thermomech_dK.mtx;102161;609430;0.157000;0.205000;1796.000000;0.000000
Arenas/email.mtx;1106;10820;0.001000;0.004000;785.000000;0.000441
Belcastro/human_gene1.mtx;21829;24646952;0.955000;1.962000;220310.000000;0.000022
Belcastro/human_gene2.mtx;14011;18053918;0.684000;1.442000;544938.000000;0.000000
Belcastro/mouse_gene.mtx;42769;28920754;1.335000;2.797000;130233.000000;0.000011
Lourakis/bundle1.mtx;932;13568;0.012000;0.013000;33915.000000;0.000047
Andrianov/net4-1.mtx;43644;933080;0.089000;0.154000;36596.000000;0.000006
Andrianov/net150.mtx;43452;3058640;0.117000;0.348000;32900.000000;0.000000
Andrianov/net75.mtx;23052;1457240;0.054000;0.164000;6760.000000;0.000000
Andrianov/lpl1.mtx;32412;295060;0.029000;0.063000;1086.000000;0.000000
Andrianov/net25.mtx;9452;389640;0.015000;0.045000;1740.000000;0.000000
Andrianov/net50.mtx;16252;923440;0.034000;0.105000;4680.000000;0.000000
Andrianov/pattern1.mtx;17721;9185258;0.316000;0.524000;44510.000000;0.000000
Andrianov/ex3sta1.mtx;12103;304506;0.025000;0.051000;10959.000000;0.000000
Andrianov/fxm3_6.mtx;3279;47336;0.007000;0.012000;343.000000;0.000000
Andrianov/lp1.mtx;491266;990302;0.173000;0.480000;125005.000000;0.000000
Andrianov/mip1.mtx;64824;10145218;0.336000;0.579000;37477.000000;0.000008
Andrianov/fxm4_6.mtx;13725;264080;0.020000;0.032000;1045.000000;0.000000
Andrianov/ins2.mtx;66316;497304;0.130000;0.183000;311811.000000;0.000003
Andrianov/net125.mtx;36652;2524840;0.094000;0.259000;103377.000000;0.000000
Andrianov/net100.mtx;29852;1991040;0.074000;0.215000;37300.000000;0.000000
Koutsovasilis/F2.mtx;27434;829774;0.112000;0.151000;17701.000000;0.000007
IBM_Austin/coupled.mtx;11330;87130;0.010000;0.023000;2147.000000;0.000044
Freescale/transient.mtx;178233;779793;0.128000;0.258000;18451.000000;0.000000
Freescale/FullChip.mtx;2931979;23130823;2.778000;6.730000;2154990.500000;0.000000
Freescale/circuit5M.mtx/circuit5M.mtx;5556569;53963026;3.840000;7.833000;12836.000000;0.000000
TKK/cbuckle.mtx;9816;277958;0.017000;0.029000;2697.000000;0.000037
TKK/plbuckle.mtx;821;12844;0.002000;0.004000;44.000000;0.000000
TKK/tube1.mtx;3585;21354;0.013000;0.016000;5916.000000;0.000047
GHS_psdef/hood.mtx;31507;188268;0.173000;0.189000;21903.000000;0.000000
GHS_psdef/inline_1.mtx;166650;3886880;0.641000;0.818000;52551.000000;0.000000
GHS_psdef/cvxbqp1.mtx;49993;299912;0.043000;0.070000;934.000000;0.000000
GHS_psdef/audikw_1.mtx;314336;8303846;1.373000;1.807000;316791.000000;0.000002
GHS_psdef/pwt.mtx;36458;289544;0.026000;0.049000;384.000000;0.000014
GHS_psdef/crankseg_1.mtx;10932;480794;0.125000;0.146000;39726.000000;0.000019
GHS_psdef/ford2.mtx;97906;420858;0.060000;0.109000;352.000000;0.000000
GHS_psdef/crankseg_2.mtx;12003;542824;0.160000;0.183000;51246.000000;0.000063
GHS_psdef/ldoor.mtx;137552;835438;0.754000;0.837000;28420.000000;0.000001
GHS_psdef/ford1.mtx;18210;76140;0.013000;0.027000;184.000000;0.000000
GHS_psdef/pds10.mtx;16552;132968;0.014000;0.036000;1833.000000;0.000000
GHS_psdef/bmw7st_1.mtx;30075;338716;0.117000;0.140000;12690.000000;0.000004
GHS_psdef/obstclae.mtx;39994;157602;0.018000;0.036000;286.000000;0.000050
GHS_psdef/srb1.mtx;9155;73140;0.040000;0.045000;5184.000000;0.000000
GHS_psdef/torsion1.mtx;39994;157602;0.018000;0.036000;286.000000;0.000050
GHS_psdef/gridgena.mtx;48422;452410;0.034000;0.065000;786.000000;0.000000
GHS_psdef/oilpan.mtx;10537;62888;0.050000;0.056000;9800.000000;0.000000
GHS_psdef/wathen120.mtx;35998;519664;0.027000;0.048000;1709.000000;0.000014
GHS_psdef/bmwcra_1.mtx;53612;1395746;0.186000;0.250000;24113.000000;0.000000
GHS_psdef/minsurfo.mtx;40805;162816;0.018000;0.034000;398.000000;0.000000
GHS_psdef/opt1.mtx;3588;111532;0.026000;0.032000;25749.000000;0.000032
GHS_psdef/vanbody.mtx;13118;205564;0.043000;0.055000;7126.000000;0.000000
GHS_psdef/wathen100.mtx;29998;432424;0.022000;0.040000;1348.000000;0.000016
GHS_psdef/ramage02.mtx;4940;234324;0.041000;0.053000;80995.000000;0.000000
Boeing/bcsstk38.mtx;3453;81162;0.009000;0.013000;6261.000000;0.000000
Boeing/bcsstk37.mtx;7072;88048;0.020000;0.026000;7173.000000;0.000020
Boeing/bcsstm35.mtx;467;466;0.002000;0.002000;0.000000;0.480487
Boeing/bcsstm34.mtx;298;5480;0.001000;0.002000;959.000000;0.000000
Boeing/bcsstk34.mtx;394;8678;0.001000;0.002000;938.000000;0.000000
Boeing/crystk02.mtx;4758;108454;0.015000;0.021000;9601.000000;0.000036
Boeing/msc04515.mtx;2744;33342;0.004000;0.006000;604.000000;0.000111
Boeing/nasa4704.mtx;2291;25452;0.004000;0.007000;1338.000000;0.000000
Boeing/bcsstm38.mtx;1269;2474;0.002000;0.002000;0.000000;0.395294
Boeing/pcrystk03.mtx;8338;191938;0.027000;0.037000;12685.000000;0.000000
Boeing/pcrystk02.mtx;4758;108454;0.015000;0.022000;9601.000000;0.000036
Boeing/pwtk.mtx;41483;441008;0.167000;0.193000;16310.000000;0.000000
Boeing/bcsstk39.mtx;10141;81782;0.032000;0.038000;3525.000000;0.000021
Boeing/msc10848.mtx;2339;62570;0.018000;0.021000;13491.000000;0.000000
Boeing/bcsstk35.mtx;6612;65942;0.023000;0.028000;7119.000000;0.000050
Boeing/crystk01.mtx;1709;37948;0.005000;0.008000;4458.000000;0.000103
Boeing/msc01050.mtx;951;23192;0.002000;0.004000;1468.000000;0.000000
Boeing/crystk03.mtx;8338;191938;0.028000;0.037000;12685.000000;0.000000
Boeing/msc23052.mtx;4161;34294;0.018000;0.021000;5693.000000;0.000000
Boeing/nasa2910.mtx;1641;62750;0.005000;0.009000;5256.000000;0.000344
Boeing/bcsstm37.mtx;520;1476;0.002000;0.002000;0.000000;0.488590
Boeing/pct20stif.mtx;17657;354750;0.054000;0.075000;16527.000000;0.000010
Boeing/msc01440.mtx;1151;27196;0.002000;0.004000;890.000000;0.000000
Boeing/bcsstm36.mtx;4341;36236;0.007000;0.010000;681.000000;0.000043
Boeing/bcsstk36.mtx;4348;37116;0.017000;0.020000;5710.000000;0.000000
Boeing/ct20stif.mtx;17657;354750;0.054000;0.075000;16527.000000;0.000010
INPRO/msdoor.mtx;60940;375928;0.329000;0.366000;19551.000000;0.000001
